1, 1172, 2.64610333338
1, 1405, 2.67707389186
1, 2193, 3.32203183821
1, 2968, 3.2517450129
2, 52, 3.82325228966
2, 144, 3.0073802566
2, 248, 3.11692502798
2, 314, 3.23076015995
2, 319, 4.02511601552
2, 370, 3.35832355384
2, 371, 3.11040833297
2, 372, 2.85233450504
2, 382, 2.82736179419
2, 405, 2.50844914667
2, 485, 3.07985133354
2, 537, 2.83072530224
2, 550, 3.06129626641
2, 616, 3.583484647
2, 661, 3.6009228687
2, 720, 4.00656079857
3, 377, 3.32529896147
3, 592, 3.10933248145
3, 595, 3.37554064867
3, 736, 2.89231780157
3, 1197, 4.02954320441
3, 1721, 2.89248037037
3, 2716, 3.41675300394
3, 5349, 3.07508483205
3, 8636, 3.20737313703
3, 44191, 3.97469870317
4, 185, 3.34892328301
4, 356, 4.58217680744
4, 357, 4.03049182133
4, 364, 4.25536306233
4, 410, 3.63605412792
4, 435, 2.97652390806
4, 440, 4.12630597814
4, 442, 3.1555181718
4, 588, 4.06202629371
4, 589, 4.94971889758
4, 594, 3.76554923423
4, 596, 3.98231966445
4, 610, 3.5653306594
4, 616, 3.80543894475
4, 919, 4.57348964314
4, 1022, 3.85023398438
4, 1028, 4.32612494742
4, 1032, 3.9664167226
4, 1033, 3.86899512449
4, 1282, 3.96705676726
4, 1334, 3.57611166361
4, 1372, 3.54887364984
4, 1580, 4.26254026751
4, 1858, 3.17975216379
4, 1967, 4.03801240576
4, 2033, 3.9101223584
4, 2078, 4.06288090273
4, 2081, 4.21491202481
4, 2085, 3.87548591031
4, 2087, 3.83121553365
4, 2094, 3.76100223576
4, 2096, 4.12270108816
4, 2102, 4.36122563436
4, 2124, 3.64067338715
4, 2141, 4.07521952945
4, 2454, 4.40204703256
4, 3034, 4.76966589033
4, 3108, 4.25713696264
4, 3255, 4.42770509794
4, 3263, 3.94760871008
4, 4006, 4.40921718558
5, 3, 2.90482490406
5, 39, 3.76240891714
5, 104, 3.42134443288
5, 788, 3.17066414096
5, 1247, 3.69053822884
5, 1485, 3.36455157303
5, 1544, 3.05159508459
5, 1777, 3.79613243037
5, 1997, 3.60806642996
5, 2770, 2.87421727504
5, 4018, 3.37917174869
5, 4025, 3.42155577478
5, 4447, 3.71662635409
5, 4718, 3.03929819116
5, 5266, 3.54085250056
5, 5995, 3.93426029015
5, 6373, 3.56898124117
5, 8376, 2.62623762652
5, 30749, 3.54477553523
5, 33679, 2.89557016049
6, 173, 1.89206615491
6, 1687, 2.38815727438
6, 2019, 4.32017449534
6, 2072, 1.55047044902
6, 2528, 3.84504062553
6, 2723, 2.11924249379
6, 3300, 2.76696386191
6, 4641, 2.77893970605
6, 4975, 2.0497845545
7, 260, 3.82670584595
7, 316, 2.80122754816
7, 377, 3.11143959652
7, 380, 3.11778288575
7, 480, 3.43883473262
7, 589, 3.73682602347
7, 1036, 3.70628020609
7, 1129, 3.13078717948
7, 1198, 3.94628561124
7, 1240, 3.74776745591
7, 1275, 3.19886104925
7, 1371, 2.84642348629
7, 1372, 2.57800004618
7, 1373, 2.0380474477
7, 1374, 3.47202445831
7, 1375, 2.84364979894
7, 1376, 2.81699947655
7, 1408, 3.53453717188
8, 32, 4.11848518624
8, 110, 3.94528776166
8, 1219, 4.14145551334
8, 1225, 3.9983162215
8, 1258, 4.02552356156
8, 1358, 3.40945027125
8, 1704, 4.14324179505
8, 1961, 3.87752696797
8, 2028, 3.78889781603
8, 2329, 4.23234052886
8, 2791, 3.57959052301
8, 2804, 3.69072962213
8, 2918, 4.17561148889
8, 3996, 3.98650229231
8, 5650, 3.52811657011
8, 8873, 3.67475177635
8, 8874, 4.05139560587
8, 33166, 4.19831329651
8, 40583, 3.45038949243
8, 40819, 3.74967661189
8, 43871, 2.28043844043
8, 44004, 3.08325557909
9, 1177, 3.53587649294
9, 1721, 2.83508334418
9, 2125, 3.69629128112
9, 2140, 3.47133472442
9, 2391, 3.61245558028
9, 2427, 3.37714549434
9, 2490, 3.4513167771
9, 2539, 3.22159012485
9, 2857, 3.86157500963
10, 592, 3.49339411452
10, 1101, 3.38241496369
10, 1127, 3.78857356605
10, 1210, 4.28190315697
10, 1220, 3.61942922203
10, 1240, 4.10611331556
10, 1291, 4.17542582395
10, 2406, 3.52008954467
10, 2410, 2.93166479332
10, 3019, 4.07829297227
11, 50, 4.51673356311
11, 778, 4.37577913899
11, 923, 4.17864844676
11, 1027, 3.34019959814
11, 1408, 3.74193949864
11, 2762, 3.86072587336
11, 5669, 3.90732519506
11, 26614, 3.97029586103
12, 253, 3.28241041784
12, 673, 2.5606081768
12, 736, 2.80284204269
12, 737, 2.89714830035
12, 1032, 1.48463245686
12, 2460, 3.42507026989
12, 2668, 1.59029338511
12, 3146, 2.17939584467
12, 3176, 2.9515908573
12, 3324, 1.29308167134
12, 3770, 1.29180368496
12, 3773, 1.2879906111
13, 47, 3.70394355445
13, 296, 3.83542712606
13, 527, 4.40898708801
13, 587, 3.63341171156
13, 919, 4.01645926824
13, 1265, 3.47836682021
13, 2571, 3.8927442754
13, 4886, 3.92207543238
13, 4993, 3.92542403798
13, 58559, 4.08313688234
13, 64614, 3.68567983799
14, 2394, 2.71983748538
14, 2724, 2.89194022458
14, 3114, 2.80680544758
14, 3157, 2.17344116649
15, 371, 2.32204007778
15, 372, 2.75098318563
15, 429, 1.20162693944
15, 520, 1.88893842788
15, 913, 3.4224086628
15, 1100, 1.61538000006
15, 1183, 2.94546851114
15, 1283, 3.22097423647
15, 1289, 3.74998759253
15, 1385, 3.24529840763
15, 1502, 1.20542817751
15, 1689, 2.02700395875
15, 1752, 1.73858110633
15, 1754, 2.56336397796
15, 1792, 1.87759122604
15, 1816, 2.6005623525
15, 1836, 2.19448233098
15, 1862, 1.51276935972
15, 1895, 2.14337597711
15, 2025, 2.2499407235
15, 2269, 2.94692856455
15, 2282, 2.865145955
15, 2334, 2.74586713671
15, 2387, 2.08114914862
15, 2406, 2.72668817444
15, 2413, 1.41397035471
15, 2539, 1.95416401787
15, 2568, 1.0699094107
